"HAUL","CONDITION","LIGHTS","CODEND","SPECIES_NAME","SPECIES_CODE","LENGTH.CM","RF","N.AT.LENGTH","N.RAISED.HAUL","Q"
18,"Night","YES","Upper","Haddock","HAD",41,1,0,0,1
18,"Night","YES","Upper","Haddock","HAD",42,1,1,1,1
18,"Night","YES","Upper","Haddock","HAD",43,1,0,0,1
18,"Night","YES","Upper","Haddock","HAD",44,1,0,0,1
18,"Night","YES","Upper","Haddock","HAD",45,1,0,0,1
18,"Night","YES","Upper","Grey gurnard","GUG",17,1,0,0,1
18,"Night","YES","Upper","Grey gurnard","GUG",18,1,0,0,1
18,"Night","YES","Upper","Grey gurnard","GUG",19,1,0,0,1
18,"Night","YES","Upper","Grey gurnard","GUG",20,1,0,0,1
18,"Night","YES","Upper","Grey gurnard","GUG",21,1,0,0,1
18,"Night","YES","Upper","Grey gurnard","GUG",22,1,0,0,1
18,"Night","YES","Upper","Grey gurnard","GUG",23,1,0,0,1
18,"Night","YES","Upper","Grey gurnard","GUG",24,1,0,0,1
18,"Night","YES","Upper","Grey gurnard","GUG",25,1,0,0,1
18,"Night","YES","Upper","Grey gurnard","GUG",26,1,0,0,1
18,"Night","YES","Upper","Grey gurnard","GUG",27,1,0,0,1
18,"Night","YES","Upper","Megrim","MEG",26,1,0,0,1
18,"Night","YES","Upper","Megrim","MEG",27,1,0,0,1
18,"Night","YES","Upper","Megrim","MEG",28,1,0,0,1
18,"Night","YES","Upper","Megrim","MEG",29,1,0,0,1
18,"Night","YES","Upper","Megrim","MEG",30,1,0,0,1
18,"Night","YES","Upper","Megrim","MEG",31,1,0,0,1
18,"Night","YES","Upper","Megrim","MEG",32,1,0,0,1
18,"Night","YES","Upper","Megrim","MEG",33,1,0,0,1
18,"Night","YES","Upper","Megrim","MEG",34,1,0,0,1
18,"Night","YES","Upper","Megrim","MEG",35,1,0,0,1
18,"Night","YES","Upper","Megrim","MEG",36,1,0,0,1
18,"Night","YES","Upper","Megrim","MEG",37,1,0,0,1
18,"Night","YES","Upper","Megrim","MEG",38,1,0,0,1
18,"Night","YES","Upper","Megrim","MEG",39,1,0,0,1
18,"Night","YES","Upper","Megrim","MEG",40,1,0,0,1
18,"Night","YES","Upper","Megrim","MEG",41,1,0,0,1
18,"Night","YES","Upper","Whiting","WHG",24,1,1,1,1
18,"Night","YES","Upper","Whiting","WHG",25,1,1,1,1
18,"Night","YES","Upper","Whiting","WHG",26,1,3,3,1
18,"Night","YES","Upper","Whiting","WHG",27,1,1,1,1
18,"Night","YES","Upper","Whiting","WHG",28,1,3,3,1
18,"Night","YES","Upper","Whiting","WHG",29,1,0,0,1
18,"Night","YES","Upper","Whiting","WHG",30,1,5,5,1
18,"Night","YES","Upper","Whiting","WHG",31,1,1,1,1
18,"Night","YES","Upper","Whiting","WHG",32,1,2,2,1
18,"Night","YES","Upper","Whiting","WHG",33,1,1,1,1
18,"Night","YES","Upper","Whiting","WHG",34,1,5,5,1
18,"Night","YES","Upper","Whiting","WHG",35,1,3,3,1
18,"Night","YES","Upper","Whiting","WHG",36,1,3,3,1
18,"Night","YES","Upper","Whiting","WHG",37,1,2,2,1
18,"Night","YES","Upper","Whiting","WHG",38,1,0,0,1
18,"Night","YES","Upper","Whiting","WHG",39,1,3,3,1
18,"Night","YES","Upper","Whiting","WHG",40,1,0,0,1
18,"Night","YES","Upper","Whiting","WHG",41,1,0,0,1
18,"Night","YES","Upper","Whiting","WHG",42,1,0,0,1
18,"Night","YES","Upper","Whiting","WHG",43,1,0,0,1
18,"Night","YES","Upper","Whiting","WHG",44,1,1,1,1
18,"Night","YES","Upper","Whiting","WHG",45,1,0,0,1
18,"Night","YES","Upper","Whiting","WHG",46,1,1,1,1
18,"Night","YES","Upper","Whiting","WHG",47,1,0,0,1
18,"Night","YES","Upper","Whiting","WHG",48,1,0,0,1
18,"Night","YES","Upper","Northern squid","NSQ",12,1,0,0,1
18,"Night","YES","Upper","Northern squid","NSQ",13,1,0,0,1
18,"Night","YES","Upper","Northern squid","NSQ",14,1,0,0,1
18,"Night","YES","Upper","Northern squid","NSQ",15,1,0,0,1
18,"Night","YES","Upper","Northern squid","NSQ",16,1,1,1,1
18,"Night","YES","Upper","Northern squid","NSQ",17,1,0,0,1
18,"Night","YES","Upper","Northern squid","NSQ",18,1,0,0,1
18,"Night","YES","Upper","Northern squid","NSQ",19,1,0,0,1
18,"Night","YES","Upper","Northern squid","NSQ",20,1,0,0,1
18,"Night","YES","Upper","Northern squid","NSQ",21,1,0,0,1
18,"Night","YES","Upper","Northern squid","NSQ",22,1,0,0,1
18,"Night","YES","Upper","Northern squid","NSQ",23,1,0,0,1
18,"Night","YES","Upper","Northern squid","NSQ",24,1,0,0,1
18,"Night","YES","Upper","Northern squid","NSQ",25,1,1,1,1
18,"Night","YES","Lower","Haddock","HAD",18,1,0,0,1
18,"Night","YES","Lower","Haddock","HAD",19,1,0,0,1
18,"Night","YES","Lower","Haddock","HAD",20,1,0,0,1
18,"Night","YES","Lower","Haddock","HAD",21,1.33,1,1.33,0.75187969924812
18,"Night","YES","Lower","Haddock","HAD",22,1,0,0,1
18,"Night","YES","Lower","Haddock","HAD",23,1,0,0,1
18,"Night","YES","Lower","Haddock","HAD",24,1,0,0,1
18,"Night","YES","Lower","Haddock","HAD",25,1,0,0,1
18,"Night","YES","Lower","Haddock","HAD",26,1,0,0,1
18,"Night","YES","Lower","Haddock","HAD",27,1,0,0,1
18,"Night","YES","Lower","Haddock","HAD",28,1.33,3,3.99,0.75187969924812
18,"Night","YES","Lower","Haddock","HAD",29,1.33,3,3.99,0.75187969924812
18,"Night","YES","Lower","Haddock","HAD",30,1,0,0,1
18,"Night","YES","Lower","Haddock","HAD",31,1.33,4,5.32,0.75187969924812
18,"Night","YES","Lower","Haddock","HAD",32,1.33,6,7.98,0.75187969924812
18,"Night","YES","Lower","Haddock","HAD",33,1.33,4,5.32,0.75187969924812
18,"Night","YES","Lower","Haddock","HAD",34,1.33,4,5.32,0.75187969924812
18,"Night","YES","Lower","Haddock","HAD",35,1.264,5,6.32,0.791139240506329
18,"Night","YES","Lower","Haddock","HAD",36,1.33,4,5.32,0.75187969924812
18,"Night","YES","Lower","Haddock","HAD",37,1.33,5,6.65,0.75187969924812
18,"Night","YES","Lower","Haddock","HAD",38,1,2,2,1
18,"Night","YES","Lower","Haddock","HAD",39,1,1,1,1
18,"Night","YES","Lower","Haddock","HAD",40,1,0,0,1
18,"Night","YES","Lower","Haddock","HAD",41,1,0,0,1
18,"Night","YES","Lower","Haddock","HAD",42,1,0,0,1
18,"Night","YES","Lower","Haddock","HAD",43,1,2,2,1
18,"Night","YES","Lower","Haddock","HAD",44,1,0,0,1
18,"Night","YES","Lower","Haddock","HAD",45,1,0,0,1
18,"Night","YES","Lower","Grey gurnard","GUG",17,1,0,0,1
18,"Night","YES","Lower","Grey gurnard","GUG",18,1,0,0,1
18,"Night","YES","Lower","Grey gurnard","GUG",19,1,0,0,1
18,"Night","YES","Lower","Grey gurnard","GUG",20,1.33,1,1.33,0.75187969924812
18,"Night","YES","Lower","Grey gurnard","GUG",21,1.33,1,1.33,0.75187969924812
18,"Night","YES","Lower","Grey gurnard","GUG",22,1.33,1,1.33,0.75187969924812
18,"Night","YES","Lower","Grey gurnard","GUG",23,1.33,1,1.33,0.75187969924812
18,"Night","YES","Lower","Grey gurnard","GUG",24,1,0,0,1
18,"Night","YES","Lower","Grey gurnard","GUG",25,1,0,0,1
18,"Night","YES","Lower","Grey gurnard","GUG",26,1,0,0,1
18,"Night","YES","Lower","Grey gurnard","GUG",27,1,0,0,1
18,"Night","YES","Lower","Megrim","MEG",26,1,0,0,1
18,"Night","YES","Lower","Megrim","MEG",27,1,0,0,1
18,"Night","YES","Lower","Megrim","MEG",28,1,0,0,1
18,"Night","YES","Lower","Megrim","MEG",29,1,0,0,1
18,"Night","YES","Lower","Megrim","MEG",30,1,1,1,1
18,"Night","YES","Lower","Megrim","MEG",31,1,1,1,1
18,"Night","YES","Lower","Megrim","MEG",32,1,2,2,1
18,"Night","YES","Lower","Megrim","MEG",33,1,1,1,1
18,"Night","YES","Lower","Megrim","MEG",34,1,0,0,1
18,"Night","YES","Lower","Megrim","MEG",35,1,1,1,1
18,"Night","YES","Lower","Megrim","MEG",36,1,0,0,1
18,"Night","YES","Lower","Megrim","MEG",37,1,0,0,1
18,"Night","YES","Lower","Megrim","MEG",38,1,1,1,1
18,"Night","YES","Lower","Megrim","MEG",39,1,0,0,1
18,"Night","YES","Lower","Megrim","MEG",40,1,0,0,1
18,"Night","YES","Lower","Megrim","MEG",41,1,0,0,1
18,"Night","YES","Lower","Whiting","WHG",24,1,0,0,1
18,"Night","YES","Lower","Whiting","WHG",25,1,0,0,1
18,"Night","YES","Lower","Whiting","WHG",26,1,0,0,1
18,"Night","YES","Lower","Whiting","WHG",27,1,0,0,1
18,"Night","YES","Lower","Whiting","WHG",28,1.33,1,1.33,0.75187969924812
18,"Night","YES","Lower","Whiting","WHG",29,1,0,0,1
18,"Night","YES","Lower","Whiting","WHG",30,1,0,0,1
18,"Night","YES","Lower","Whiting","WHG",31,1,0,0,1
18,"Night","YES","Lower","Whiting","WHG",32,1,0,0,1
18,"Night","YES","Lower","Whiting","WHG",33,1.198,5,5.99,0.834724540901502
18,"Night","YES","Lower","Whiting","WHG",34,1,1,1,1
18,"Night","YES","Lower","Whiting","WHG",35,1,3,3,1
18,"Night","YES","Lower","Whiting","WHG",36,1,0,0,1
18,"Night","YES","Lower","Whiting","WHG",37,1,2,2,1
18,"Night","YES","Lower","Whiting","WHG",38,1.11,3,3.33,0.900900900900901
18,"Night","YES","Lower","Whiting","WHG",39,1,0,0,1
18,"Night","YES","Lower","Whiting","WHG",40,1,2,2,1
18,"Night","YES","Lower","Whiting","WHG",41,1,1,1,1
18,"Night","YES","Lower","Whiting","WHG",42,1,1,1,1
18,"Night","YES","Lower","Whiting","WHG",43,1,0,0,1
18,"Night","YES","Lower","Whiting","WHG",44,1,0,0,1
18,"Night","YES","Lower","Whiting","WHG",45,1,1,1,1
18,"Night","YES","Lower","Whiting","WHG",46,1,0,0,1
18,"Night","YES","Lower","Whiting","WHG",47,1,1,1,1
18,"Night","YES","Lower","Whiting","WHG",48,1,0,0,1
18,"Night","YES","Lower","Northern squid","NSQ",12,1,1,1,1
18,"Night","YES","Lower","Northern squid","NSQ",13,1,0,0,1
18,"Night","YES","Lower","Northern squid","NSQ",14,1,0,0,1
18,"Night","YES","Lower","Northern squid","NSQ",15,1,0,0,1
18,"Night","YES","Lower","Northern squid","NSQ",16,1,0,0,1
18,"Night","YES","Lower","Northern squid","NSQ",17,1,0,0,1
18,"Night","YES","Lower","Northern squid","NSQ",18,1,0,0,1
18,"Night","YES","Lower","Northern squid","NSQ",19,1,0,0,1
18,"Night","YES","Lower","Northern squid","NSQ",20,1,0,0,1
18,"Night","YES","Lower","Northern squid","NSQ",21,1,0,0,1
18,"Night","YES","Lower","Northern squid","NSQ",22,1,0,0,1
18,"Night","YES","Lower","Northern squid","NSQ",23,1,0,0,1
18,"Night","YES","Lower","Northern squid","NSQ",24,1,0,0,1
18,"Night","YES","Lower","Northern squid","NSQ",25,1,0,0,1
19,"Night","NO","Upper","Haddock","HAD",18,1,1,1,1
19,"Night","NO","Upper","Haddock","HAD",19,1,0,0,1
19,"Night","NO","Upper","Haddock","HAD",20,1,0,0,1
19,"Night","NO","Upper","Haddock","HAD",21,1,0,0,1
19,"Night","NO","Upper","Haddock","HAD",22,1,0,0,1
19,"Night","NO","Upper","Haddock","HAD",23,1,0,0,1
19,"Night","NO","Upper","Haddock","HAD",24,1,0,0,1
19,"Night","NO","Upper","Haddock","HAD",25,1,0,0,1
19,"Night","NO","Upper","Haddock","HAD",26,1,1,1,1
19,"Night","NO","Upper","Haddock","HAD",27,1,0,0,1
19,"Night","NO","Upper","Haddock","HAD",28,1,1,1,1
19,"Night","NO","Upper","Haddock","HAD",29,1,2,2,1
19,"Night","NO","Upper","Haddock","HAD",30,1,0,0,1
19,"Night","NO","Upper","Haddock","HAD",31,1,2,2,1
19,"Night","NO","Upper","Haddock","HAD",32,1,3,3,1
19,"Night","NO","Upper","Haddock","HAD",33,1,2,2,1
19,"Night","NO","Upper","Haddock","HAD",34,1,2,2,1
19,"Night","NO","Upper","Haddock","HAD",35,1,4,4,1
19,"Night","NO","Upper","Haddock","HAD",36,1,0,0,1
19,"Night","NO","Upper","Haddock","HAD",37,1,0,0,1
19,"Night","NO","Upper","Haddock","HAD",38,1,0,0,1
19,"Night","NO","Upper","Haddock","HAD",39,1,0,0,1
19,"Night","NO","Upper","Haddock","HAD",40,1,0,0,1
19,"Night","NO","Upper","Haddock","HAD",41,1,0,0,1
19,"Night","NO","Upper","Haddock","HAD",42,1,0,0,1
19,"Night","NO","Upper","Haddock","HAD",43,1,0,0,1
19,"Night","NO","Upper","Haddock","HAD",44,1,0,0,1
19,"Night","NO","Upper","Haddock","HAD",45,1,0,0,1
19,"Night","NO","Upper","Haddock","HAD",46,1,0,0,1
19,"Night","NO","Upper","Haddock","HAD",47,1,0,0,1
19,"Night","NO","Upper","Grey gurnard","GUG",16,1,0,0,1
19,"Night","NO","Upper","Grey gurnard","GUG",17,1,2,2,1
19,"Night","NO","Upper","Grey gurnard","GUG",18,1,1,1,1
19,"Night","NO","Upper","Grey gurnard","GUG",19,1,3,3,1
19,"Night","NO","Upper","Grey gurnard","GUG",20,1,0,0,1
19,"Night","NO","Upper","Grey gurnard","GUG",21,1,2,2,1
19,"Night","NO","Upper","Grey gurnard","GUG",22,1,0,0,1
19,"Night","NO","Upper","Grey gurnard","GUG",23,1,1,1,1
19,"Night","NO","Upper","Grey gurnard","GUG",24,1,2,2,1
19,"Night","NO","Upper","Grey gurnard","GUG",25,1,1,1,1
19,"Night","NO","Upper","Grey gurnard","GUG",26,1,0,0,1
19,"Night","NO","Upper","Grey gurnard","GUG",27,1,0,0,1
19,"Night","NO","Upper","Grey gurnard","GUG",28,1,0,0,1
19,"Night","NO","Upper","Grey gurnard","GUG",29,1,0,0,1
19,"Night","NO","Upper","Grey gurnard","GUG",30,1,0,0,1
19,"Night","NO","Upper","Grey gurnard","GUG",31,1,0,0,1
19,"Night","NO","Upper","Grey gurnard","GUG",32,1,0,0,1
19,"Night","NO","Upper","Grey gurnard","GUG",33,1,0,0,1
19,"Night","NO","Upper","Grey gurnard","GUG",34,1,0,0,1
19,"Night","NO","Upper","Grey gurnard","GUG",35,1,0,0,1
19,"Night","NO","Upper","Grey gurnard","GUG",36,1,0,0,1
19,"Night","NO","Upper","Grey gurnard","GUG",37,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",25,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",26,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",27,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",28,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",29,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",30,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",31,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",32,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",33,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",34,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",35,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",36,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",37,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",38,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",39,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",40,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",41,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",42,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",43,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",44,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",45,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",46,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",47,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",48,1,0,0,1
19,"Night","NO","Upper","Megrim","MEG",49,1,0,0,1
19,"Night","NO","Upper","Whiting","WHG",23,1,1,1,1
19,"Night","NO","Upper","Whiting","WHG",24,1,0,0,1
19,"Night","NO","Upper","Whiting","WHG",25,1,2,2,1
19,"Night","NO","Upper","Whiting","WHG",26,1,1,1,1
19,"Night","NO","Upper","Whiting","WHG",27,1,2,2,1
19,"Night","NO","Upper","Whiting","WHG",28,1,2,2,1
19,"Night","NO","Upper","Whiting","WHG",29,1,3,3,1
19,"Night","NO","Upper","Whiting","WHG",30,1,3,3,1
19,"Night","NO","Upper","Whiting","WHG",31,1,3,3,1
19,"Night","NO","Upper","Whiting","WHG",32,1,6,6,1
19,"Night","NO","Upper","Whiting","WHG",33,1,7,7,1
19,"Night","NO","Upper","Whiting","WHG",34,1,4,4,1
19,"Night","NO","Upper","Whiting","WHG",35,1,2,2,1
19,"Night","NO","Upper","Whiting","WHG",36,1,1,1,1
19,"Night","NO","Upper","Whiting","WHG",37,1,1,1,1
19,"Night","NO","Upper","Whiting","WHG",38,1,1,1,1
19,"Night","NO","Upper","Whiting","WHG",39,1,3,3,1
19,"Night","NO","Upper","Whiting","WHG",40,1,0,0,1
19,"Night","NO","Upper","Whiting","WHG",41,1,0,0,1
19,"Night","NO","Upper","Whiting","WHG",42,1,0,0,1
19,"Night","NO","Upper","Whiting","WHG",43,1,0,0,1
19,"Night","NO","Upper","Whiting","WHG",44,1,0,0,1
19,"Night","NO","Upper","Whiting","WHG",45,1,0,0,1
19,"Night","NO","Upper","Whiting","WHG",46,1,0,0,1
19,"Night","NO","Upper","Whiting","WHG",47,1,0,0,1
19,"Night","NO","Upper","Whiting","WHG",48,1,0,0,1
19,"Night","NO","Upper","Whiting","WHG",49,1,0,0,1
19,"Night","NO","Upper","Whiting","WHG",50,1,0,0,1
19,"Night","NO","Upper","Whiting","WHG",51,1,0,0,1
19,"Night","NO","Upper","Whiting","WHG",52,1,0,0,1
19,"Night","NO","Upper","Whiting","WHG",53,1,0,0,1
19,"Night","NO","Upper","Northern squid","NSQ",13,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",18,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",19,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",20,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",21,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",22,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",23,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",24,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",25,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",26,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",27,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",28,1.2,2,2.4,0.833333333333333
19,"Night","NO","Lower","Haddock","HAD",29,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",30,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",31,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",32,1.2,3,3.6,0.833333333333333
19,"Night","NO","Lower","Haddock","HAD",33,1.2,2,2.4,0.833333333333333
19,"Night","NO","Lower","Haddock","HAD",34,1.2,1,1.2,0.833333333333333
19,"Night","NO","Lower","Haddock","HAD",35,1.2,2,2.4,0.833333333333333
19,"Night","NO","Lower","Haddock","HAD",36,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",37,1.2,1,1.2,0.833333333333333
19,"Night","NO","Lower","Haddock","HAD",38,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",39,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",40,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",41,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",42,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",43,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",44,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",45,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",46,1,0,0,1
19,"Night","NO","Lower","Haddock","HAD",47,1,0,0,1
19,"Night","NO","Lower","Grey gurnard","GUG",16,1.2,1,1.2,0.833333333333333
19,"Night","NO","Lower","Grey gurnard","GUG",17,1,0,0,1
19,"Night","NO","Lower","Grey gurnard","GUG",18,1.2,2,2.4,0.833333333333333
19,"Night","NO","Lower","Grey gurnard","GUG",19,1.2,1,1.2,0.833333333333333
19,"Night","NO","Lower","Grey gurnard","GUG",20,1.2,2,2.4,0.833333333333333
19,"Night","NO","Lower","Grey gurnard","GUG",21,1.2,2,2.4,0.833333333333333
19,"Night","NO","Lower","Grey gurnard","GUG",22,1.2,2,2.4,0.833333333333333
19,"Night","NO","Lower","Grey gurnard","GUG",23,1.2,1,1.2,0.833333333333333
19,"Night","NO","Lower","Grey gurnard","GUG",24,1.2,6,7.2,0.833333333333333
19,"Night","NO","Lower","Grey gurnard","GUG",25,1,0,0,1
19,"Night","NO","Lower","Grey gurnard","GUG",26,1.2,1,1.2,0.833333333333333
19,"Night","NO","Lower","Grey gurnard","GUG",27,1,0,0,1
19,"Night","NO","Lower","Grey gurnard","GUG",28,1,0,0,1
19,"Night","NO","Lower","Grey gurnard","GUG",29,1,0,0,1
19,"Night","NO","Lower","Grey gurnard","GUG",30,1,0,0,1
19,"Night","NO","Lower","Grey gurnard","GUG",31,1,0,0,1
19,"Night","NO","Lower","Grey gurnard","GUG",32,1,0,0,1
19,"Night","NO","Lower","Grey gurnard","GUG",33,1,0,0,1
19,"Night","NO","Lower","Grey gurnard","GUG",34,1,0,0,1
19,"Night","NO","Lower","Grey gurnard","GUG",35,1,0,0,1
19,"Night","NO","Lower","Grey gurnard","GUG",36,1,0,0,1
19,"Night","NO","Lower","Grey gurnard","GUG",37,1,0,0,1
19,"Night","NO","Lower","Megrim","MEG",25,1.2,1,1.2,0.833333333333333
19,"Night","NO","Lower","Megrim","MEG",26,1.2,1,1.2,0.833333333333333
19,"Night","NO","Lower","Megrim","MEG",27,1,0,0,1
19,"Night","NO","Lower","Megrim","MEG",28,1.2,1,1.2,0.833333333333333
19,"Night","NO","Lower","Megrim","MEG",29,1,0,0,1
19,"Night","NO","Lower","Megrim","MEG",30,1.2,1,1.2,0.833333333333333
19,"Night","NO","Lower","Megrim","MEG",31,1,0,0,1
19,"Night","NO","Lower","Megrim","MEG",32,1,0,0,1
19,"Night","NO","Lower","Megrim","MEG",33,1,2,2,1
19,"Night","NO","Lower","Megrim","MEG",34,1,2,2,1
19,"Night","NO","Lower","Megrim","MEG",35,1,1,1,1
19,"Night","NO","Lower","Megrim","MEG",36,1,0,0,1
19,"Night","NO","Lower","Megrim","MEG",37,1,2,2,1
19,"Night","NO","Lower","Megrim","MEG",38,1,0,0,1
19,"Night","NO","Lower","Megrim","MEG",39,1,0,0,1
19,"Night","NO","Lower","Megrim","MEG",40,1,0,0,1
19,"Night","NO","Lower","Megrim","MEG",41,1,0,0,1
19,"Night","NO","Lower","Megrim","MEG",42,1,0,0,1
19,"Night","NO","Lower","Megrim","MEG",43,1,1,1,1
19,"Night","NO","Lower","Megrim","MEG",44,1,0,0,1
19,"Night","NO","Lower","Megrim","MEG",45,1,0,0,1
19,"Night","NO","Lower","Megrim","MEG",46,1,0,0,1
19,"Night","NO","Lower","Megrim","MEG",47,1,0,0,1
19,"Night","NO","Lower","Megrim","MEG",48,1,0,0,1
19,"Night","NO","Lower","Megrim","MEG",49,1,1,1,1
19,"Night","NO","Lower","Whiting","WHG",23,1,0,0,1
19,"Night","NO","Lower","Whiting","WHG",24,1.2,1,1.2,0.833333333333333
19,"Night","NO","Lower","Whiting","WHG",25,1,0,0,1
19,"Night","NO","Lower","Whiting","WHG",26,1.2,1,1.2,0.833333333333333
19,"Night","NO","Lower","Whiting","WHG",27,1.2,1,1.2,0.833333333333333
19,"Night","NO","Lower","Whiting","WHG",28,1,0,0,1
19,"Night","NO","Lower","Whiting","WHG",29,1,0,0,1
19,"Night","NO","Lower","Whiting","WHG",30,1.2,1,1.2,0.833333333333333
19,"Night","NO","Lower","Whiting","WHG",31,1.2,1,1.2,0.833333333333333
19,"Night","NO","Lower","Whiting","WHG",32,1.15,4,4.6,0.869565217391304
19,"Night","NO","Lower","Whiting","WHG",33,1,0,0,1
19,"Night","NO","Lower","Whiting","WHG",34,1.1,2,2.2,0.909090909090909
19,"Night","NO","Lower","Whiting","WHG",35,1.12,5,5.6,0.892857142857143
19,"Night","NO","Lower","Whiting","WHG",36,1.2,1,1.2,0.833333333333333
19,"Night","NO","Lower","Whiting","WHG",37,1,4,4,1
19,"Night","NO","Lower","Whiting","WHG",38,1,2,2,1
19,"Night","NO","Lower","Whiting","WHG",39,1,0,0,1
19,"Night","NO","Lower","Whiting","WHG",40,1,1,1,1
19,"Night","NO","Lower","Whiting","WHG",41,1,1,1,1
19,"Night","NO","Lower","Whiting","WHG",42,1,0,0,1
19,"Night","NO","Lower","Whiting","WHG",43,1,0,0,1
19,"Night","NO","Lower","Whiting","WHG",44,1,0,0,1
19,"Night","NO","Lower","Whiting","WHG",45,1,0,0,1
19,"Night","NO","Lower","Whiting","WHG",46,1,0,0,1
19,"Night","NO","Lower","Whiting","WHG",47,1,0,0,1
19,"Night","NO","Lower","Whiting","WHG",48,1,0,0,1
19,"Night","NO","Lower","Whiting","WHG",49,1,0,0,1
19,"Night","NO","Lower","Whiting","WHG",50,1,0,0,1
19,"Night","NO","Lower","Whiting","WHG",51,1,0,0,1
19,"Night","NO","Lower","Whiting","WHG",52,1,0,0,1
19,"Night","NO","Lower","Whiting","WHG",53,1,0,0,1
19,"Night","NO","Lower","Northern squid","NSQ",13,1,1,1,1
19,"Night","YES","Upper","Haddock","HAD",18,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",19,1,1,1,1
19,"Night","YES","Upper","Haddock","HAD",20,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",21,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",22,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",23,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",24,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",25,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",26,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",27,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",28,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",29,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",30,1,1,1,1
19,"Night","YES","Upper","Haddock","HAD",31,1,1,1,1
19,"Night","YES","Upper","Haddock","HAD",32,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",33,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",34,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",35,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",36,1,1,1,1
19,"Night","YES","Upper","Haddock","HAD",37,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",38,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",39,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",40,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",41,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",42,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",43,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",44,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",45,1,0,0,1
19,"Night","YES","Upper","Haddock","HAD",46,1,0,0,1
